日期,年,月,日,屬性,值
2025/1/23,2025,1,23,白肉雞(門市價高屏),35.3
2025/1/23,2025,1,23,雞蛋(大運輸價),18.5
2025/1/24,2025,1,24,白肉雞(2.0Kg以上),33.8
2025/1/24,2025,1,24,白肉雞(1.75-1.95Kg),33.8
2025/1/24,2025,1,24,白肉雞(門市價高屏),35.3
2025/1/24,2025,1,24,雞蛋(大運輸價),18.5
2025/1/25,2025,1,25,白肉雞(2.0Kg以上),33.8
2025/1/25,2025,1,25,白肉雞(1.75-1.95Kg),33.8
2025/1/25,2025,1,25,白肉雞(門市價高屏),35.3
2025/1/25,2025,1,25,雞蛋(大運輸價),18.5
2025/1/26,2025,1,26,白肉雞(2.0Kg以上),
2025/1/26,2025,1,26,白肉雞(1.75-1.95Kg),
2025/1/26,2025,1,26,白肉雞(門市價高屏),
2025/1/26,2025,1,26,雞蛋(大運輸價),18.5
2025/1/27,2025,1,27,白肉雞(2.0Kg以上),
2025/1/27,2025,1,27,白肉雞(1.75-1.95Kg),
2025/1/27,2025,1,27,白肉雞(門市價高屏),
2025/1/27,2025,1,27,雞蛋(大運輸價),18.5
2025/1/28,2025,1,28,白肉雞(2.0Kg以上),
2025/1/28,2025,1,28,白肉雞(1.75-1.95Kg),
2025/1/28,2025,1,28,白肉雞(門市價高屏),
2025/1/28,2025,1,28,雞蛋(大運輸價),18.5
2025/1/29,2025,1,29,白肉雞(2.0Kg以上),
2025/1/29,2025,1,29,白肉雞(1.75-1.95Kg),
2025/1/29,2025,1,29,白肉雞(門市價高屏),
2025/1/29,2025,1,29,雞蛋(大運輸價),18.5
2025/1/30,2025,1,30,白肉雞(2.0Kg以上),
2025/1/30,2025,1,30,白肉雞(1.75-1.95Kg),
2025/1/30,2025,1,30,白肉雞(門市價高屏),
2025/1/30,2025,1,30,雞蛋(大運輸價),18.5
2025/1/31,2025,1,31,白肉雞(2.0Kg以上),33.8
2025/1/31,2025,1,31,白肉雞(1.75-1.95Kg),33.8
2025/1/31,2025,1,31,白肉雞(門市價高屏),35.3
2025/1/31,2025,1,31,雞蛋(大運輸價),18.5
2025/2/1,2025,2,1,白肉雞(2.0Kg以上),33.8
2025/2/1,2025,2,1,白肉雞(1.75-1.95Kg),33.8
2025/2/1,2025,2,1,白肉雞(門市價高屏),35.3
2025/2/1,2025,2,1,雞蛋(大運輸價),18.5
2025/2/2,2025,2,2,白肉雞(2.0Kg以上),33.8
2025/2/2,2025,2,2,白肉雞(1.75-1.95Kg),33.8
2025/2/2,2025,2,2,白肉雞(門市價高屏),35.3
2025/2/2,2025,2,2,雞蛋(大運輸價),18.5
2025/2/3,2025,2,3,白肉雞(2.0Kg以上),33.8
2025/2/3,2025,2,3,白肉雞(1.75-1.95Kg),33.8
2025/2/3,2025,2,3,白肉雞(門市價高屏),35.3
2025/2/3,2025,2,3,雞蛋(大運輸價),18.5
2025/2/4,2025,2,4,白肉雞(2.0Kg以上),33.8
2025/2/4,2025,2,4,白肉雞(1.75-1.95Kg),33.8
2025/2/4,2025,2,4,白肉雞(門市價高屏),35.3
2025/2/4,2025,2,4,雞蛋(大運輸價),
2025/2/5,2025,2,5,白肉雞(2.0Kg以上),33.8
2025/2/5,2025,2,5,白肉雞(1.75-1.95Kg),33.8
2025/2/5,2025,2,5,白肉雞(門市價高屏),35.3
2025/2/5,2025,2,5,雞蛋(大運輸價),22.5
2025/2/6,2025,2,6,白肉雞(2.0Kg以上),33.8
2025/2/6,2025,2,6,白肉雞(1.75-1.95Kg),33.8
2025/2/6,2025,2,6,白肉雞(門市價高屏),35.3
2025/2/6,2025,2,6,雞蛋(大運輸價),22.5
2025/2/7,2025,2,7,白肉雞(2.0Kg以上),33.8
2025/2/7,2025,2,7,白肉雞(1.75-1.95Kg),33.8
2025/2/7,2025,2,7,白肉雞(門市價高屏),35.3
2025/2/7,2025,2,7,雞蛋(大運輸價),22.5
2025/2/8,2025,2,8,白肉雞(2.0Kg以上),33.8
2025/2/8,2025,2,8,白肉雞(1.75-1.95Kg),33.8
2025/2/8,2025,2,8,白肉雞(門市價高屏),35.3
2025/2/8,2025,2,8,雞蛋(大運輸價),22.5
2025/2/9,2025,2,9,白肉雞(2.0Kg以上),33.8
2025/2/9,2025,2,9,白肉雞(1.75-1.95Kg),33.8
2025/2/9,2025,2,9,白肉雞(門市價高屏),35.3
2025/2/9,2025,2,9,雞蛋(大運輸價),22.5
2025/2/10,2025,2,10,白肉雞(2.0Kg以上),33.8
2025/2/10,2025,2,10,白肉雞(1.75-1.95Kg),33.8
2025/2/10,2025,2,10,白肉雞(門市價高屏),35.3
2025/2/10,2025,2,10,雞蛋(大運輸價),22.5
2025/2/11,2025,2,11,白肉雞(2.0Kg以上),33.8
2025/2/11,2025,2,11,白肉雞(1.75-1.95Kg),33.8
2025/2/11,2025,2,11,白肉雞(門市價高屏),35.3
2025/2/11,2025,2,11,雞蛋(大運輸價),22.5
2025/2/12,2025,2,12,白肉雞(2.0Kg以上),33.8
2025/2/12,2025,2,12,白肉雞(1.75-1.95Kg),33.8
2025/2/12,2025,2,12,白肉雞(門市價高屏),35.3
2025/2/12,2025,2,12,雞蛋(大運輸價),22.5
2025/2/13,2025,2,13,白肉雞(2.0Kg以上),33.8
2025/2/13,2025,2,13,白肉雞(1.75-1.95Kg),33.8
2025/2/13,2025,2,13,白肉雞(門市價高屏),35.3
2025/2/13,2025,2,13,雞蛋(大運輸價),22.5
2025/2/14,2025,2,14,白肉雞(2.0Kg以上),33.8
2025/2/14,2025,2,14,白肉雞(1.75-1.95Kg),33.8
2025/2/14,2025,2,14,白肉雞(門市價高屏),35.3
2025/2/14,2025,2,14,雞蛋(大運輸價),22.5
2025/2/15,2025,2,15,白肉雞(2.0Kg以上),33.8
2025/2/15,2025,2,15,白肉雞(1.75-1.95Kg),33.8
2025/2/15,2025,2,15,白肉雞(門市價高屏),35.3
2025/2/15,2025,2,15,雞蛋(大運輸價),22.5
2025/2/16,2025,2,16,白肉雞(2.0Kg以上),33.8
2025/2/16,2025,2,16,白肉雞(1.75-1.95Kg),33.8
2025/2/16,2025,2,16,白肉雞(門市價高屏),35.3
2025/2/16,2025,2,16,雞蛋(大運輸價),22.5
2025/2/17,2025,2,17,白肉雞(2.0Kg以上),33.8
2025/2/17,2025,2,17,白肉雞(1.75-1.95Kg),33.8
2025/2/17,2025,2,17,白肉雞(門市價高屏),35.3
2025/2/17,2025,2,17,雞蛋(大運輸價),22.5
2025/2/18,2025,2,18,白肉雞(2.0Kg以上),33.8
2025/2/18,2025,2,18,白肉雞(1.75-1.95Kg),33.8
2025/2/18,2025,2,18,白肉雞(門市價高屏),35.3
2025/2/18,2025,2,18,雞蛋(大運輸價),22.5
2025/2/19,2025,2,19,白肉雞(2.0Kg以上),33.8
2025/2/19,2025,2,19,白肉雞(1.75-1.95Kg),33.8
2025/2/19,2025,2,19,白肉雞(門市價高屏),35.3
2025/2/19,2025,2,19,雞蛋(大運輸價),22.5
2025/2/20,2025,2,20,白肉雞(2.0Kg以上),33.8
2025/2/20,2025,2,20,白肉雞(1.75-1.95Kg),33.8
2025/2/20,2025,2,20,白肉雞(門市價高屏),35.3
2025/2/20,2025,2,20,雞蛋(大運輸價),22.5
2025/2/21,2025,2,21,白肉雞(2.0Kg以上),33.8
2025/2/21,2025,2,21,白肉雞(1.75-1.95Kg),33.8
2025/2/21,2025,2,21,白肉雞(門市價高屏),35.3
2025/2/21,2025,2,21,雞蛋(大運輸價),22.5
2025/2/22,2025,2,22,白肉雞(2.0Kg以上),33.8
2025/2/22,2025,2,22,白肉雞(1.75-1.95Kg),33.8
2025/2/22,2025,2,22,白肉雞(門市價高屏),35.3
2025/2/22,2025,2,22,雞蛋(大運輸價),22.5
2025/2/23,2025,2,23,白肉雞(2.0Kg以上),33.8
2025/2/23,2025,2,23,白肉雞(1.75-1.95Kg),33.8
2025/2/23,2025,2,23,白肉雞(門市價高屏),35.3
2025/2/23,2025,2,23,雞蛋(大運輸價),22.5
2025/2/24,2025,2,24,白肉雞(2.0Kg以上),33.8
2025/2/24,2025,2,24,白肉雞(1.75-1.95Kg),33.8
2025/2/24,2025,2,24,白肉雞(門市價高屏),35.3
2025/2/24,2025,2,24,雞蛋(大運輸價),22.5
2025/2/25,2025,2,25,白肉雞(2.0Kg以上),34
2025/2/25,2025,2,25,白肉雞(1.75-1.95Kg),34
2025/2/25,2025,2,25,白肉雞(門市價高屏),35.5
2025/2/25,2025,2,25,雞蛋(大運輸價),22.5
2025/2/26,2025,2,26,白肉雞(2.0Kg以上),34
2025/2/26,2025,2,26,白肉雞(1.75-1.95Kg),34
2025/2/26,2025,2,26,白肉雞(門市價高屏),35.5
2025/2/26,2025,2,26,雞蛋(大運輸價),25.5
2025/2/27,2025,2,27,白肉雞(2.0Kg以上),34
2025/2/27,2025,2,27,白肉雞(1.75-1.95Kg),34
2025/2/27,2025,2,27,白肉雞(門市價高屏),35.5
2025/2/27,2025,2,27,雞蛋(大運輸價),25.5
2025/2/28,2025,2,28,白肉雞(2.0Kg以上),34
2025/2/28,2025,2,28,白肉雞(1.75-1.95Kg),34
2025/2/28,2025,2,28,白肉雞(門市價高屏),35.5
2025/2/28,2025,2,28,雞蛋(大運輸價),25.5
2025/3/1,2025,3,1,白肉雞(2.0Kg以上),34
2025/3/1,2025,3,1,白肉雞(1.75-1.95Kg),34
2025/3/1,2025,3,1,白肉雞(門市價高屏),35.5
2025/3/1,2025,3,1,雞蛋(大運輸價),25.5
2025/3/2,2025,3,2,白肉雞(2.0Kg以上),34
2025/3/2,2025,3,2,白肉雞(1.75-1.95Kg),34
2025/3/2,2025,3,2,白肉雞(門市價高屏),35.5
2025/3/2,2025,3,2,雞蛋(大運輸價),25.5
2025/3/3,2025,3,3,白肉雞(2.0Kg以上),34
2025/3/3,2025,3,3,白肉雞(1.75-1.95Kg),34
2025/3/3,2025,3,3,白肉雞(門市價高屏),35.5
2025/3/3,2025,3,3,雞蛋(大運輸價),25.5
2025/3/4,2025,3,4,白肉雞(2.0Kg以上),34
2025/3/4,2025,3,4,白肉雞(1.75-1.95Kg),34
2025/3/4,2025,3,4,白肉雞(門市價高屏),35.5
2025/3/4,2025,3,4,雞蛋(大運輸價),25.5
2025/3/5,2025,3,5,白肉雞(2.0Kg以上),34
2025/3/5,2025,3,5,白肉雞(1.75-1.95Kg),34
2025/3/5,2025,3,5,白肉雞(門市價高屏),35.5
2025/3/5,2025,3,5,雞蛋(大運輸價),27.5
2025/3/6,2025,3,6,白肉雞(2.0Kg以上),34
2025/3/6,2025,3,6,白肉雞(1.75-1.95Kg),34
2025/3/6,2025,3,6,白肉雞(門市價高屏),35.5
2025/3/6,2025,3,6,雞蛋(大運輸價),27.5
2025/3/7,2025,3,7,白肉雞(2.0Kg以上),34
2025/3/7,2025,3,7,白肉雞(1.75-1.95Kg),34
2025/3/7,2025,3,7,白肉雞(門市價高屏),35.5
2025/3/7,2025,3,7,雞蛋(大運輸價),27.5
2025/3/8,2025,3,8,白肉雞(2.0Kg以上),34
2025/3/8,2025,3,8,白肉雞(1.75-1.95Kg),34
2025/3/8,2025,3,8,白肉雞(門市價高屏),35.5
2025/3/8,2025,3,8,雞蛋(大運輸價),27.5
2025/3/9,2025,3,9,白肉雞(2.0Kg以上),34
2025/3/9,2025,3,9,白肉雞(1.75-1.95Kg),34
2025/3/9,2025,3,9,白肉雞(門市價高屏),35.5
2025/3/9,2025,3,9,雞蛋(大運輸價),27.5
2025/3/10,2025,3,10,白肉雞(2.0Kg以上),34
2025/3/10,2025,3,10,白肉雞(1.75-1.95Kg),34
2025/3/10,2025,3,10,白肉雞(門市價高屏),35.5
2025/3/10,2025,3,10,雞蛋(大運輸價),27.5
2025/3/11,2025,3,11,白肉雞(2.0Kg以上),34
2025/3/11,2025,3,11,白肉雞(1.75-1.95Kg),34
2025/3/11,2025,3,11,白肉雞(門市價高屏),35.5
2025/3/11,2025,3,11,雞蛋(大運輸價),27.5
2025/3/12,2025,3,12,白肉雞(2.0Kg以上),33.8
2025/3/12,2025,3,12,白肉雞(1.75-1.95Kg),33.8
2025/3/12,2025,3,12,白肉雞(門市價高屏),35.3
2025/3/12,2025,3,12,雞蛋(大運輸價),30.5
2025/3/13,2025,3,13,白肉雞(2.0Kg以上),33.8
2025/3/13,2025,3,13,白肉雞(1.75-1.95Kg),33.8
2025/3/13,2025,3,13,白肉雞(門市價高屏),35.3
2025/3/13,2025,3,13,雞蛋(大運輸價),30.5
2025/3/14,2025,3,14,白肉雞(2.0Kg以上),33.8
2025/3/14,2025,3,14,白肉雞(1.75-1.95Kg),33.8
2025/3/14,2025,3,14,白肉雞(門市價高屏),35.3
2025/3/14,2025,3,14,雞蛋(大運輸價),30.5
2025/3/15,2025,3,15,白肉雞(2.0Kg以上),33.8
2025/3/15,2025,3,15,白肉雞(1.75-1.95Kg),33.8
2025/3/15,2025,3,15,白肉雞(門市價高屏),35.3
2025/3/15,2025,3,15,雞蛋(大運輸價),30.5
2025/3/16,2025,3,16,白肉雞(2.0Kg以上),33.8
2025/3/16,2025,3,16,白肉雞(1.75-1.95Kg),33.8
2025/3/16,2025,3,16,白肉雞(門市價高屏),35.3
2025/3/16,2025,3,16,雞蛋(大運輸價),30.5
2025/3/17,2025,3,17,白肉雞(2.0Kg以上),33.8
2025/3/17,2025,3,17,白肉雞(1.75-1.95Kg),33.8
2025/3/17,2025,3,17,白肉雞(門市價高屏),35.3
2025/3/17,2025,3,17,雞蛋(大運輸價),30.5
2025/3/18,2025,3,18,白肉雞(2.0Kg以上),33.8
2025/3/18,2025,3,18,白肉雞(1.75-1.95Kg),33.8
2025/3/18,2025,3,18,白肉雞(門市價高屏),35.3
2025/3/18,2025,3,18,雞蛋(大運輸價),30.5
2025/3/19,2025,3,19,白肉雞(2.0Kg以上),33.5
2025/3/19,2025,3,19,白肉雞(1.75-1.95Kg),33.5
2025/3/19,2025,3,19,白肉雞(門市價高屏),35
2025/3/19,2025,3,19,雞蛋(大運輸價),30.5
2025/3/20,2025,3,20,白肉雞(2.0Kg以上),33.5
2025/3/20,2025,3,20,白肉雞(1.75-1.95Kg),33.5
2025/3/20,2025,3,20,白肉雞(門市價高屏),35
2025/3/20,2025,3,20,雞蛋(大運輸價),30.5
2025/3/21,2025,3,21,白肉雞(2.0Kg以上),33.5
2025/3/21,2025,3,21,白肉雞(1.75-1.95Kg),33.5
2025/3/21,2025,3,21,白肉雞(門市價高屏),35
2025/3/21,2025,3,21,雞蛋(大運輸價),30.5
2025/3/22,2025,3,22,白肉雞(2.0Kg以上),33.5
2025/3/22,2025,3,22,白肉雞(1.75-1.95Kg),33.5
2025/3/22,2025,3,22,白肉雞(門市價高屏),35
2025/3/22,2025,3,22,雞蛋(大運輸價),30.5
2025/3/23,2025,3,23,白肉雞(2.0Kg以上),33.5
2025/3/23,2025,3,23,白肉雞(1.75-1.95Kg),33.5
2025/3/23,2025,3,23,白肉雞(門市價高屏),35
2025/3/23,2025,3,23,雞蛋(大運輸價),30.5
2025/3/24,2025,3,24,白肉雞(2.0Kg以上),33.5
2025/3/24,2025,3,24,白肉雞(1.75-1.95Kg),33.5
2025/3/24,2025,3,24,白肉雞(門市價高屏),35
2025/3/24,2025,3,24,雞蛋(大運輸價),30.5
2025/3/25,2025,3,25,白肉雞(2.0Kg以上),33.5
2025/3/25,2025,3,25,白肉雞(1.75-1.95Kg),33.5
2025/3/25,2025,3,25,白肉雞(門市價高屏),35
2025/3/25,2025,3,25,雞蛋(大運輸價),30.5
2025/3/26,2025,3,26,白肉雞(2.0Kg以上),33.5
2025/3/26,2025,3,26,白肉雞(1.75-1.95Kg),33.5
2025/3/26,2025,3,26,白肉雞(門市價高屏),35
2025/3/26,2025,3,26,雞蛋(大運輸價),32.5
2025/3/27,2025,3,27,白肉雞(2.0Kg以上),33.5
2025/3/27,2025,3,27,白肉雞(1.75-1.95Kg),33.5
2025/3/27,2025,3,27,白肉雞(門市價高屏),35
2025/3/27,2025,3,27,雞蛋(大運輸價),32.5
2025/3/28,2025,3,28,白肉雞(2.0Kg以上),33.5
2025/3/28,2025,3,28,白肉雞(1.75-1.95Kg),33.5
2025/3/28,2025,3,28,白肉雞(門市價高屏),35
2025/3/28,2025,3,28,雞蛋(大運輸價),32.5
2025/3/29,2025,3,29,白肉雞(2.0Kg以上),33.5
2025/3/29,2025,3,29,白肉雞(1.75-1.95Kg),33.5
2025/3/29,2025,3,29,白肉雞(門市價高屏),35
2025/3/29,2025,3,29,雞蛋(大運輸價),32.5
2025/3/30,2025,3,30,白肉雞(2.0Kg以上),33.5
2025/3/30,2025,3,30,白肉雞(1.75-1.95Kg),33.5
2025/3/30,2025,3,30,白肉雞(門市價高屏),35
2025/3/30,2025,3,30,雞蛋(大運輸價),32.5
2025/3/31,2025,3,31,白肉雞(2.0Kg以上),33.5
2025/3/31,2025,3,31,白肉雞(1.75-1.95Kg),33.5
2025/3/31,2025,3,31,白肉雞(門市價高屏),35
2025/3/31,2025,3,31,雞蛋(大運輸價),32.5
2025/4/1,2025,4,1,白肉雞(2.0Kg以上),33.5
2025/4/1,2025,4,1,白肉雞(1.75-1.95Kg),33.5
2025/4/1,2025,4,1,白肉雞(門市價高屏),35
2025/4/1,2025,4,1,雞蛋(大運輸價),32.5
2025/4/2,2025,4,2,白肉雞(2.0Kg以上),33.5
2025/4/2,2025,4,2,白肉雞(1.75-1.95Kg),33.5
2025/4/2,2025,4,2,白肉雞(門市價高屏),35
2025/4/2,2025,4,2,雞蛋(大運輸價),32.5
2025/4/3,2025,4,3,白肉雞(2.0Kg以上),33.5
2025/4/3,2025,4,3,白肉雞(1.75-1.95Kg),33.5
2025/4/3,2025,4,3,白肉雞(門市價高屏),35
2025/4/3,2025,4,3,雞蛋(大運輸價),32.5
2025/4/4,2025,4,4,白肉雞(2.0Kg以上),33.5
2025/4/4,2025,4,4,白肉雞(1.75-1.95Kg),33.5
2025/4/4,2025,4,4,白肉雞(門市價高屏),35
2025/4/4,2025,4,4,雞蛋(大運輸價),32.5
2025/4/5,2025,4,5,白肉雞(2.0Kg以上),33.5
2025/4/5,2025,4,5,白肉雞(1.75-1.95Kg),33.5
2025/4/5,2025,4,5,白肉雞(門市價高屏),35
2025/4/5,2025,4,5,雞蛋(大運輸價),32.5
2025/4/6,2025,4,6,白肉雞(2.0Kg以上),33.5
2025/4/6,2025,4,6,白肉雞(1.75-1.95Kg),33.5
2025/4/6,2025,4,6,白肉雞(門市價高屏),35
2025/4/6,2025,4,6,雞蛋(大運輸價),32.5
2025/4/7,2025,4,7,白肉雞(2.0Kg以上),33.5
2025/4/7,2025,4,7,白肉雞(1.75-1.95Kg),33.5
2025/4/7,2025,4,7,白肉雞(門市價高屏),35
2025/4/7,2025,4,7,雞蛋(大運輸價),32.5
2025/4/8,2025,4,8,白肉雞(2.0Kg以上),33.5
2025/4/8,2025,4,8,白肉雞(1.75-1.95Kg),33.5
2025/4/8,2025,4,8,白肉雞(門市價高屏),35
2025/4/8,2025,4,8,雞蛋(大運輸價),32.5
2025/4/9,2025,4,9,白肉雞(2.0Kg以上),33.5
2025/4/9,2025,4,9,白肉雞(1.75-1.95Kg),33.5
2025/4/9,2025,4,9,白肉雞(門市價高屏),35
2025/4/9,2025,4,9,雞蛋(大運輸價),32.5
2025/4/10,2025,4,10,白肉雞(2.0Kg以上),33.5
2025/4/10,2025,4,10,白肉雞(1.75-1.95Kg),33.5
2025/4/10,2025,4,10,白肉雞(門市價高屏),35
2025/4/10,2025,4,10,雞蛋(大運輸價),32.5
2025/4/11,2025,4,11,白肉雞(2.0Kg以上),33.5
2025/4/11,2025,4,11,白肉雞(1.75-1.95Kg),33.5
2025/4/11,2025,4,11,白肉雞(門市價高屏),35
2025/4/11,2025,4,11,雞蛋(大運輸價),32.5
2025/4/12,2025,4,12,白肉雞(2.0Kg以上),33.5
2025/4/12,2025,4,12,白肉雞(1.75-1.95Kg),33.5
2025/4/12,2025,4,12,白肉雞(門市價高屏),35
2025/4/12,2025,4,12,雞蛋(大運輸價),32.5
2025/4/13,2025,4,13,白肉雞(2.0Kg以上),33.5
2025/4/13,2025,4,13,白肉雞(1.75-1.95Kg),33.5
2025/4/13,2025,4,13,白肉雞(門市價高屏),35
2025/4/13,2025,4,13,雞蛋(大運輸價),32.5
2025/4/14,2025,4,14,白肉雞(2.0Kg以上),33.5
2025/4/14,2025,4,14,白肉雞(1.75-1.95Kg),33.5
2025/4/14,2025,4,14,白肉雞(門市價高屏),35
2025/4/14,2025,4,14,雞蛋(大運輸價),32.5
2025/4/15,2025,4,15,白肉雞(2.0Kg以上),33.5
2025/4/15,2025,4,15,白肉雞(1.75-1.95Kg),33.5
2025/4/15,2025,4,15,白肉雞(門市價高屏),35
2025/4/15,2025,4,15,雞蛋(大運輸價),29.5
2025/4/16,2025,4,16,白肉雞(2.0Kg以上),33.5
2025/4/16,2025,4,16,白肉雞(1.75-1.95Kg),33.5
2025/4/16,2025,4,16,白肉雞(門市價高屏),35
2025/4/16,2025,4,16,雞蛋(大運輸價),29.5
2025/4/17,2025,4,17,白肉雞(2.0Kg以上),33.5
2025/4/17,2025,4,17,白肉雞(1.75-1.95Kg),33.5
2025/4/17,2025,4,17,白肉雞(門市價高屏),35
2025/4/17,2025,4,17,雞蛋(大運輸價),29.5
2025/4/18,2025,4,18,白肉雞(2.0Kg以上),33.5
2025/4/18,2025,4,18,白肉雞(1.75-1.95Kg),33.5
2025/4/18,2025,4,18,白肉雞(門市價高屏),35
2025/4/18,2025,4,18,雞蛋(大運輸價),29.5
2025/4/19,2025,4,19,白肉雞(2.0Kg以上),33.5
2025/4/19,2025,4,19,白肉雞(1.75-1.95Kg),33.5
2025/4/19,2025,4,19,白肉雞(門市價高屏),35
2025/4/19,2025,4,19,雞蛋(大運輸價),29.5
2025/4/20,2025,4,20,白肉雞(2.0Kg以上),33.5
2025/4/20,2025,4,20,白肉雞(1.75-1.95Kg),33.5
2025/4/20,2025,4,20,白肉雞(門市價高屏),35
2025/4/20,2025,4,20,雞蛋(大運輸價),29.5
2025/4/21,2025,4,21,白肉雞(2.0Kg以上),33.5
2025/4/21,2025,4,21,白肉雞(1.75-1.95Kg),33.5
2025/4/21,2025,4,21,白肉雞(門市價高屏),35
2025/4/21,2025,4,21,雞蛋(大運輸價),29.5
2025/4/22,2025,4,22,白肉雞(2.0Kg以上),33.5
2025/4/22,2025,4,22,白肉雞(1.75-1.95Kg),33.5
2025/4/22,2025,4,22,白肉雞(門市價高屏),35
2025/4/22,2025,4,22,雞蛋(大運輸價),29.5
2025/4/23,2025,4,23,白肉雞(2.0Kg以上),33.5
2025/4/23,2025,4,23,白肉雞(1.75-1.95Kg),33.5
2025/4/23,2025,4,23,白肉雞(門市價高屏),35
2025/4/23,2025,4,23,雞蛋(大運輸價),29.5
2025/4/24,2025,4,24,白肉雞(2.0Kg以上),33.5
2025/4/24,2025,4,24,白肉雞(1.75-1.95Kg),33.5
2025/4/24,2025,4,24,白肉雞(門市價高屏),35
2025/4/24,2025,4,24,雞蛋(大運輸價),29.5
2025/4/25,2025,4,25,白肉雞(2.0Kg以上),33.5
2025/4/25,2025,4,25,白肉雞(1.75-1.95Kg),33.5
2025/4/25,2025,4,25,白肉雞(門市價高屏),35
2025/4/25,2025,4,25,雞蛋(大運輸價),29.5
2025/4/26,2025,4,26,白肉雞(2.0Kg以上),33.5
2025/4/26,2025,4,26,白肉雞(1.75-1.95Kg),33.5
2025/4/26,2025,4,26,白肉雞(門市價高屏),35
2025/4/26,2025,4,26,雞蛋(大運輸價),29.5
2025/4/27,2025,4,27,白肉雞(2.0Kg以上),33.5
2025/4/27,2025,4,27,白肉雞(1.75-1.95Kg),33.5
2025/4/27,2025,4,27,白肉雞(門市價高屏),35
2025/4/27,2025,4,27,雞蛋(大運輸價),29.5
2025/4/28,2025,4,28,白肉雞(2.0Kg以上),33.5
2025/4/28,2025,4,28,白肉雞(1.75-1.95Kg),33.5
2025/4/28,2025,4,28,白肉雞(門市價高屏),35
2025/4/28,2025,4,28,雞蛋(大運輸價),29.5
2025/4/29,2025,4,29,白肉雞(2.0Kg以上),33.5
2025/4/29,2025,4,29,白肉雞(1.75-1.95Kg),33.5
2025/4/29,2025,4,29,白肉雞(門市價高屏),35
2025/4/29,2025,4,29,雞蛋(大運輸價),26.5
2025/4/30,2025,4,30,白肉雞(2.0Kg以上),33.5
2025/4/30,2025,4,30,白肉雞(1.75-1.95Kg),33.5
2025/4/30,2025,4,30,白肉雞(門市價高屏),35
2025/4/30,2025,4,30,雞蛋(大運輸價),26.5
2025/5/1,2025,5,1,白肉雞(2.0Kg以上),33.5
2025/5/1,2025,5,1,白肉雞(1.75-1.95Kg),33.5
2025/5/1,2025,5,1,白肉雞(門市價高屏),35
2025/5/1,2025,5,1,雞蛋(大運輸價),26.5
2025/5/2,2025,5,2,白肉雞(2.0Kg以上),33.5
2025/5/2,2025,5,2,白肉雞(1.75-1.95Kg),33.5
2025/5/2,2025,5,2,白肉雞(門市價高屏),35
2025/5/2,2025,5,2,雞蛋(大運輸價),26.5
2025/5/3,2025,5,3,白肉雞(2.0Kg以上),33.5
2025/5/3,2025,5,3,白肉雞(1.75-1.95Kg),33.5
2025/5/3,2025,5,3,白肉雞(門市價高屏),35
2025/5/3,2025,5,3,雞蛋(大運輸價),26.5
2025/5/4,2025,5,4,白肉雞(2.0Kg以上),33.5
2025/5/4,2025,5,4,白肉雞(1.75-1.95Kg),33.5
2025/5/4,2025,5,4,白肉雞(門市價高屏),35
2025/5/4,2025,5,4,雞蛋(大運輸價),26.5
2025/5/5,2025,5,5,白肉雞(2.0Kg以上),33.5
2025/5/5,2025,5,5,白肉雞(1.75-1.95Kg),33.5
2025/5/5,2025,5,5,白肉雞(門市價高屏),35
2025/5/5,2025,5,5,雞蛋(大運輸價),26.5
2025/5/6,2025,5,6,白肉雞(2.0Kg以上),33.5
2025/5/6,2025,5,6,白肉雞(1.75-1.95Kg),33.5
2025/5/6,2025,5,6,白肉雞(門市價高屏),35
2025/5/6,2025,5,6,雞蛋(大運輸價),24.5
2025/5/7,2025,5,7,白肉雞(2.0Kg以上),33.5
2025/5/7,2025,5,7,白肉雞(1.75-1.95Kg),33.5
2025/5/7,2025,5,7,白肉雞(門市價高屏),35
2025/5/7,2025,5,7,雞蛋(大運輸價),24.5
2025/5/8,2025,5,8,白肉雞(2.0Kg以上),33.5
2025/5/8,2025,5,8,白肉雞(1.75-1.95Kg),33.5
2025/5/8,2025,5,8,白肉雞(門市價高屏),35
2025/5/8,2025,5,8,雞蛋(大運輸價),24.5
2025/5/9,2025,5,9,白肉雞(2.0Kg以上),33.5
2025/5/9,2025,5,9,白肉雞(1.75-1.95Kg),33.5
2025/5/9,2025,5,9,白肉雞(門市價高屏),35
2025/5/9,2025,5,9,雞蛋(大運輸價),24.5
2025/5/10,2025,5,10,白肉雞(2.0Kg以上),33.5
2025/5/10,2025,5,10,白肉雞(1.75-1.95Kg),33.5
2025/5/10,2025,5,10,白肉雞(門市價高屏),35
2025/5/10,2025,5,10,雞蛋(大運輸價),24.5
2025/5/11,2025,5,11,白肉雞(2.0Kg以上),33.5
2025/5/11,2025,5,11,白肉雞(1.75-1.95Kg),33.5
2025/5/11,2025,5,11,白肉雞(門市價高屏),35
2025/5/11,2025,5,11,雞蛋(大運輸價),24.5
2025/5/12,2025,5,12,白肉雞(2.0Kg以上),33.5
2025/5/12,2025,5,12,白肉雞(1.75-1.95Kg),33.5
2025/5/12,2025,5,12,白肉雞(門市價高屏),35
2025/5/12,2025,5,12,雞蛋(大運輸價),24.5
2025/5/13,2025,5,13,白肉雞(2.0Kg以上),33.5
2025/5/13,2025,5,13,白肉雞(1.75-1.95Kg),33.5
